instrument,direction,qty,entry_ms,exit_ms,holding_ms,entry_price,exit_price,gross_pnl,fees,pnl,entry_fill_id,exit_fill_id,entry_decision_id,exit_decision_id,entry_reason,exit_reason
MSTR,long,91.0,1674572460000,1674572820000,360000,24.67,24.27,-36.4,1.0020734542000003,-37.4020734542,f-0132,f-0133,,,,
MSTR,long,126.0,1674666060000,1674666780000,720000,23.78,23.67,-13.86,1.3460277852000002,-15.2060277852,f-0134,f-0135,,,,
MSTR,long,46.0,1674667860000,1674668700000,840000,23.46,23.54,3.68,0.4868406504000001,3.1931593496,f-0136,f-0137,,,,
MSTR,long,125.0,1675108860000,1675109220000,360000,24.28,24.37,11.25,1.3685252750000003,9.881474725,f-0138,f-0139,,,,
MSTR,long,104.0,1675351860000,1675352220000,360000,29.8,29.93,13.52,1.3933146032000001,12.1266853968,f-0140,f-0141,,,,
MSTR,long,107.0,1675355460000,1675355820000,360000,29.1,29.25,16.05,1.4008712850000002,14.649128715,f-0142,f-0143,,,,
MSTR,long,58.0,1675364460000,1675364820000,360000,30.11,29.93,-10.44,0.7809964364000002,-11.2209964364,f-0144,f-0145,,,,
MSTR,long,106.0,1675366260000,1675366620000,360000,29.3,29.0,-31.8,1.3865584400000002,-33.18655844,f-0146,f-0147,,,,
MSTR,long,104.0,1675440060000,1675440420000,360000,29.9,29.9,0.0,1.394909776,-1.394909776,f-0148,f-0149,,,,
MSTR,long,105.0,1675441860000,1675442340000,480000,29.7,29.63,-7.35,1.3974069690000002,-8.747406969,f-0150,f-0151,,,,
MSTR,long,62.0,1675787460000,1675787940000,480000,27.57,27.68,6.82,0.7692352896000001,6.0507647104,f-0152,f-0153,,,,
MSTR,long,115.0,1675791060000,1675791540000,480000,27.39,27.48,10.35,1.4171460120000001,8.932853988,f-0154,f-0155,,,,
MSTR,long,115.0,1675796460000,1675797060000,600000,27.45,27.61,18.4,1.421983809,16.978016191,f-0156,f-0157,,,,
MSTR,long,119.0,1675954860000,1675955220000,360000,26.92,26.78,-16.66,1.4356358492,-18.0956358492,f-0158,f-0159,,,,
MSTR,long,126.0,1675971060000,1675971480000,420000,25.4,25.45,6.3,1.4407378020000003,4.859262198,f-0160,f-0161,,,,
MSTR,long,123.0,1676386860000,1676387220000,360000,26.47,26.57,12.3,1.4659797066000002,10.8340202934,f-0162,f-0163,,,,
MSTR,long,126.0,1676397660000,1676398080000,420000,26.02,26.34,40.32,1.4828260104000002,38.8371739896,f-0164,f-0165,,,,
MSTR,long,124.0,1676399460000,1676400000000,540000,26.68,26.62,-7.44,1.4850038128000003,-8.9250038128,f-0166,f-0167,,,,
MSTR,long,113.0,1676559660000,1676560020000,360000,29.53,29.9,41.81,1.506424922,40.303575078,f-0168,f-0169,,,,
MSTR,long,122.0,1676651460000,1676651820000,360000,27.8,27.69,-13.42,1.5201006508000003,-14.9401006508,f-0170,f-0171,,,,
MSTR,long,115.0,1676665860000,1676666280000,420000,29.38,29.34,-4.6,1.5149916460000001,-6.114991646,f-0172,f-0173,,,,
MSTR,long,126.0,1677009660000,1677010080000,420000,27.02,27.03,1.26,1.5298519068000003,-0.2698519068000003,f-0174,f-0175,,,,
MSTR,long,126.0,1677011460000,1677011820000,360000,26.94,27.07,16.38,1.5287534892000003,14.8512465108,f-0176,f-0177,,,,
MSTR,long,50.0,1677088920000,1677089400000,480000,26.28,26.5,11.0,0.5930595000000002,10.4069405,f-0178,f-0179,,,,
MSTR,long,139.0,1677254460000,1677254820000,360000,25.04,24.97,-9.73,1.5635607098000002,-11.2935607098,f-0180,f-0181,,,,
LITE,long,65.0,1677268860000,1677269040000,180000,52.875,52.945,4.55,1.5329903355000003,3.0170096644999997,f-0182,f-0184,,,,
MSTR,long,1.0,1677268860000,1677269400000,540000,25.5,25.53,0.03,0.011474191800000002,0.018525808199999997,f-0183,f-0185,,,,
MSTR,long,134.0,1677596460000,1677596820000,360000,26.28,26.48,26.8,1.5888043392000002,25.2111956608,f-0186,f-0187,,,,
MSTR,long,115.0,1677612660000,1677613020000,360000,26.53,26.54,1.15,1.3713833260000001,-0.2213833260000002,f-0188,f-0189,,,,
MSTR,long,144.0,1677778260000,1677778680000,420000,24.74,24.8,8.64,1.6048638720000001,7.0351361279999995,f-0190,f-0191,,,,
MSTR,long,152.0,1678134660000,1678135020000,360000,23.79,23.86,10.64,1.6305270432000003,9.0094729568,f-0192,f-0193,,,,
MSTR,long,154.0,1678208460000,1678209180000,720000,23.66,23.73,10.78,1.6431313052000003,9.1368686948,f-0194,f-0195,,,,
MSTR,long,159.0,1678289460000,1678289820000,360000,23.14,23.41,42.93,1.6669917114000001,41.2630082886,f-0196,f-0197,,,,
MSTR,long,162.0,1678305660000,1678306320000,660000,22.98,22.89,-14.58,1.6740356508000005,-16.2540356508,f-0198,f-0199,,,,
MSTR,long,74.0,1678374060000,1678374420000,360000,22.71,22.98,19.98,0.7617662712000002,19.2182337288,f-0200,f-0201,,,,
MSTR,long,189.0,1678460460000,1678460820000,360000,19.98,20.21,43.47,1.7158237614000003,41.7541762386,f-0202,f-0203,,,,
MSTR,long,198.0,1678474860000,1678475220000,360000,19.24,19.26,3.96,1.7235257688,2.2364742312,f-0204,f-0205,,,,
MSTR,long,199.0,1678480260000,1678480620000,360000,19.21,19.19,-3.98,1.7278237486000005,-5.7078237486,f-0206,f-0207,,,,
MSTR,long,179.0,1678717860000,1678718220000,360000,21.27,21.75,85.92,1.7370526950000003,84.182947305,f-0208,f-0209,,,,
LITE,long,76.0,1678723260000,1678723500000,240000,51.39,51.33,-4.56,1.7403346248000002,-6.3003346248000005,f-0210,f-0211,,,,
MSTR,long,173.0,1678732260000,1678732620000,360000,22.61,22.48,-22.49,1.7578718224000003,-24.2478718224,f-0212,f-0213,,,,
MSTR,long,170.0,1678888860000,1678889220000,360000,22.98,23.13,25.5,1.765764126,23.734235874,f-0214,f-0215,,,,
MSTR,long,173.0,1678896060000,1678896540000,480000,22.75,22.51,-41.52,1.7643527138000001,-43.2843527138,f-0216,f-0217,,,,
MSTR,long,166.0,1678986060000,1678986420000,360000,23.63,23.75,19.92,1.7708091500000003,18.14919085,f-0218,f-0219,,,,
MSTR,long,153.0,1679061660000,1679062020000,360000,25.84,26.15,47.43,1.7880603570000002,45.641939643,f-0220,f-0221,,,,
MSTR,long,151.0,1679070660000,1679071020000,360000,26.47,26.31,-24.16,1.7909805886,-25.9509805886,f-0222,f-0223,,,,
NOW,long,46.0,1679320860000,1679321160000,300000,86.43,86.27,-7.36,1.7648689452000001,-9.1248689452,f-0225,f-0226,,,,
MSTR,long,1.0,1679320860000,1679321220000,360000,27.25,27.17,-0.08,0.012223370200000002,-0.0922233702,f-0224,f-0227,,,,
MSTR,long,145.0,1679322660000,1679323020000,360000,27.5,27.76,37.7,1.7993609120000003,35.900639088,f-0228,f-0229,,,,
MSTR,long,150.0,1679328060000,1679328420000,360000,26.72,26.83,16.5,1.8046904700000004,14.69530953,f-0230,f-0231,,,,
MSTR,long,152.0,1679329860000,1679330220000,360000,26.5,26.6,15.2,1.8136329920000005,13.386367007999999,f-0232,f-0233,,,,
MSTR,long,156.0,1679335260000,1679335740000,480000,25.99,25.99,0.0,1.8227257464,-1.8227257464,f-0234,f-0235,,,,
MSTR,long,148.0,1679419860000,1679420220000,360000,27.47,27.54,10.36,1.8283819952,8.5316180048,f-0236,f-0237,,,,
MSTR,long,132.0,1679423520000,1679424000000,480000,27.49,27.55,7.92,1.6315929960000002,6.288407004,f-0238,f-0239,,,,
MSTR,long,150.0,1679495460000,1679495820000,360000,27.3,27.15,-22.5,1.8344893500000001,-24.334489350000002,f-0240,f-0241,,,,
MSTR,long,148.0,1679499060000,1679499480000,420000,27.59,27.5,-13.32,1.8309746000000002,-15.1509746,f-0242,f-0243,,,,
MSTR,long,150.0,1679508060000,1679508420000,360000,27.08,27.27,28.5,1.8312264300000003,26.66877357,f-0244,f-0245,,,,
MSTR,long,161.0,1679580060000,1679580420000,360000,25.61,25.52,-14.49,1.8508835632,-16.3408835632,f-0246,f-0247,,,,
MSTR,long,158.0,1679598060000,1679598420000,360000,25.99,25.55,-69.52,1.8306564140000001,-71.350656414,f-0248,f-0249,,,,
MSTR,long,160.0,1679680860000,1679681220000,360000,25.33,25.26,-11.2,1.820293696,-13.020293696,f-0250,f-0251,,,,
MSTR,long,150.0,1680107460000,1680107880000,420000,27.3,27.44,21.0,1.84414896,19.155851039999998,f-0252,f-0253,,,,
MSTR,long,148.0,1680204660000,1680205260000,600000,27.88,27.84,-5.92,1.8515910592000002,-7.7715910592,f-0254,f-0255,,,,
MSTR,long,143.0,1680278460000,1680278820000,360000,28.89,29.07,25.74,1.8598700406000002,23.8801299594,f-0256,f-0257,,,,
MSTR,long,130.0,1681225260000,1681225620000,360000,32.9,32.99,11.7,1.9186387220000003,9.781361278,f-0258,f-0259,,,,
MSTR,long,65.0,1681322460000,1681322820000,360000,32.6,32.76,10.4,0.9517095640000001,9.448290436,f-0260,f-0261,,,,
MSTR,long,131.0,1681394460000,1681394820000,360000,33.26,33.14,-15.72,1.9481361604,-17.6681361604,f-0262,f-0263,,,,
MSTR,long,127.0,1681407060000,1681407600000,540000,34.17,34.27,12.7,1.9459443174000004,10.754055682599999,f-0264,f-0265,,,,
MSTR,long,127.0,1681410660000,1681411020000,360000,34.13,34.02,-13.97,1.9377763124000005,-15.907776312400001,f-0266,f-0267,,,,
MSTR,long,139.0,1681758060000,1681758480000,420000,31.41,31.47,8.34,1.9589865198000003,6.3810134802,f-0268,f-0269,,,,
MSTR,long,150.0,1682017320000,1682017740000,420000,29.56,29.56,0.0,1.9893440400000002,-1.9893440400000002,f-0270,f-0271,,,,
MSTR,long,155.0,1682361060000,1682361720000,660000,28.79,28.65,-21.7,1.998076945,-23.698076945,f-0272,f-0273,,,,
MSTR,long,150.0,1682605860000,1682606220000,360000,29.93,30.07,21.0,2.01854163,18.98145837,f-0274,f-0275,,,,
MSTR,long,147.0,1682611260000,1682611680000,420000,30.65,30.73,11.76,2.0229998586,9.7370001414,f-0276,f-0277,,,,
MSTR,long,142.0,1682697660000,1682698020000,360000,32.12,32.38,36.92,2.0521417976000005,34.8678582024,f-0278,f-0279,,,,
